Date,TEU,Terminal,Month,Year,Quarter,DayOfWeek,IsWeekend
2024-03-07,97572,Brani,3,2024,1,Thursday,False
2024-03-08,95989,Tuas,3,2024,1,Friday,False
2024-03-09,91341,Brani,3,2024,1,Saturday,True
2024-03-10,99177,Pasir Panjang T1-2,3,2024,1,Sunday,True
2024-03-11,94992,Pasir Panjang T1-2,3,2024,1,Monday,False
2024-03-12,95299,Pasir Panjang T1-2,3,2024,1,Tuesday,False
2024-03-13,93905,Keppel,3,2024,1,Wednesday,False
2024-03-14,95173,Tuas,3,2024,1,Thursday,False
2024-03-15,98306,Tuas,3,2024,1,Friday,False
2024-03-16,96680,Tanjong Pagar,3,2024,1,Saturday,True
2024-03-17,98231,Pasir Panjang T3-4,3,2024,1,Sunday,True
2024-03-18,98423,Pasir Panjang T3-4,3,2024,1,Monday,False
2024-03-19,101205,Pasir Panjang T3-4,3,2024,1,Tuesday,False
2024-03-20,96643,Brani,3,2024,1,Wednesday,False
2024-03-21,93562,Brani,3,2024,1,Thursday,False
2024-03-22,100778,Tuas,3,2024,1,Friday,False
2024-03-23,96953,Tanjong Pagar,3,2024,1,Saturday,True
2024-03-24,101091,Pasir Panjang T3-4,3,2024,1,Sunday,True
2024-03-25,99131,Tuas,3,2024,1,Monday,False
2024-03-26,97777,Pasir Panjang T3-4,3,2024,1,Tuesday,False
2024-03-27,99205,Brani,3,2024,1,Wednesday,False
2024-03-28,103774,Pasir Panjang T1-2,3,2024,1,Thursday,False
2024-03-29,104207,Tanjong Pagar,3,2024,1,Friday,False
2024-03-30,98665,Tuas,3,2024,1,Saturday,True
2024-03-31,98997,Brani,3,2024,1,Sunday,True
2024-04-01,101637,Tanjong Pagar,4,2024,2,Monday,False
2024-04-02,96330,Pasir Panjang T3-4,4,2024,2,Tuesday,False
2024-04-03,99702,Pasir Panjang T1-2,4,2024,2,Wednesday,False
2024-04-04,98767,Pasir Panjang T1-2,4,2024,2,Thursday,False
2024-04-05,99787,Tanjong Pagar,4,2024,2,Friday,False
2024-04-06,96641,Pasir Panjang T3-4,4,2024,2,Saturday,True
2024-04-07,94588,Pasir Panjang T1-2,4,2024,2,Sunday,True
2024-04-08,93297,Pasir Panjang T3-4,4,2024,2,Monday,False
2024-04-09,96033,Pasir Panjang T3-4,4,2024,2,Tuesday,False
2024-04-10,97936,Keppel,4,2024,2,Wednesday,False
2024-04-11,98456,Keppel,4,2024,2,Thursday,False
2024-04-12,104756,Tuas,4,2024,2,Friday,False
2024-04-13,102481,Pasir Panjang T1-2,4,2024,2,Saturday,True
2024-04-14,96742,Brani,4,2024,2,Sunday,True
2024-04-15,100458,Keppel,4,2024,2,Monday,False
2024-04-16,98391,Pasir Panjang T1-2,4,2024,2,Tuesday,False
2024-04-17,98780,Pasir Panjang T3-4,4,2024,2,Wednesday,False
2024-04-18,100138,Tanjong Pagar,4,2024,2,Thursday,False
2024-04-19,101393,Pasir Panjang T1-2,4,2024,2,Friday,False
2024-04-20,98748,Tuas,4,2024,2,Saturday,True
2024-04-21,102714,Keppel,4,2024,2,Sunday,True
2024-04-22,96572,Keppel,4,2024,2,Monday,False
2024-04-23,99820,Tuas,4,2024,2,Tuesday,False
2024-04-24,107106,Tanjong Pagar,4,2024,2,Wednesday,False
2024-04-25,100485,Brani,4,2024,2,Thursday,False
2024-04-26,103900,Brani,4,2024,2,Friday,False
2024-04-27,100168,Pasir Panjang T3-4,4,2024,2,Saturday,True
2024-04-28,101560,Tanjong Pagar,4,2024,2,Sunday,True
2024-04-29,99795,Brani,4,2024,2,Monday,False
2024-04-30,99495,Tanjong Pagar,4,2024,2,Tuesday,False
2024-05-01,97805,Pasir Panjang T3-4,5,2024,2,Wednesday,False
2024-05-02,101207,Pasir Panjang T1-2,5,2024,2,Thursday,False
2024-05-03,97630,Brani,5,2024,2,Friday,False
2024-05-04,101887,Brani,5,2024,2,Saturday,True
2024-05-05,103070,Tanjong Pagar,5,2024,2,Sunday,True
2024-05-06,101063,Tuas,5,2024,2,Monday,False
2024-05-07,99239,Pasir Panjang T1-2,5,2024,2,Tuesday,False
2024-05-08,101313,Keppel,5,2024,2,Wednesday,False
2024-05-09,99177,Brani,5,2024,2,Thursday,False
2024-05-10,102659,Pasir Panjang T3-4,5,2024,2,Friday,False
2024-05-11,94906,Pasir Panjang T3-4,5,2024,2,Saturday,True
2024-05-12,99088,Brani,5,2024,2,Sunday,True
2024-05-13,94445,Keppel,5,2024,2,Monday,False
2024-05-14,95822,Pasir Panjang T1-2,5,2024,2,Tuesday,False
2024-05-15,103814,Pasir Panjang T1-2,5,2024,2,Wednesday,False
2024-05-16,102487,Pasir Panjang T1-2,5,2024,2,Thursday,False
2024-05-17,97950,Tanjong Pagar,5,2024,2,Friday,False
2024-05-18,95738,Brani,5,2024,2,Saturday,True
2024-05-19,91624,Pasir Panjang T1-2,5,2024,2,Sunday,True
2024-05-20,98380,Tuas,5,2024,2,Monday,False
2024-05-21,106655,Pasir Panjang T1-2,5,2024,2,Tuesday,False
2024-05-22,101069,Brani,5,2024,2,Wednesday,False
2024-05-23,98256,Pasir Panjang T1-2,5,2024,2,Thursday,False
2024-05-24,101094,Keppel,5,2024,2,Friday,False
2024-05-25,95389,Tanjong Pagar,5,2024,2,Saturday,True
2024-05-26,98893,Pasir Panjang T3-4,5,2024,2,Sunday,True
2024-05-27,99968,Tuas,5,2024,2,Monday,False
2024-05-28,99410,Tuas,5,2024,2,Tuesday,False
2024-05-29,101826,Pasir Panjang T1-2,5,2024,2,Wednesday,False
2024-05-30,100535,Tanjong Pagar,5,2024,2,Thursday,False
2024-05-31,101398,Tuas,5,2024,2,Friday,False
2024-06-01,97554,Brani,6,2024,2,Saturday,True
2024-06-02,101948,Keppel,6,2024,2,Sunday,True
2024-06-03,103947,Tuas,6,2024,2,Monday,False
2024-06-04,96619,Pasir Panjang T3-4,6,2024,2,Tuesday,False
2024-06-05,96797,Pasir Panjang T3-4,6,2024,2,Wednesday,False
2024-06-06,102969,Keppel,6,2024,2,Thursday,False
2024-06-07,98638,Tuas,6,2024,2,Friday,False
2024-06-08,103047,Brani,6,2024,2,Saturday,True
2024-06-09,97818,Pasir Panjang T1-2,6,2024,2,Sunday,True
2024-06-10,103071,Pasir Panjang T3-4,6,2024,2,Monday,False
2024-06-11,99303,Pasir Panjang T1-2,6,2024,2,Tuesday,False
2024-06-12,99594,Keppel,6,2024,2,Wednesday,False
2024-06-13,103187,Keppel,6,2024,2,Thursday,False
2024-06-14,97726,Brani,6,2024,2,Friday,False
2024-06-15,96036,Tuas,6,2024,2,Saturday,True
2024-06-16,97346,Pasir Panjang T3-4,6,2024,2,Sunday,True
2024-06-17,99797,Brani,6,2024,2,Monday,False
2024-06-18,94074,Pasir Panjang T3-4,6,2024,2,Tuesday,False
2024-06-19,100169,Pasir Panjang T3-4,6,2024,2,Wednesday,False
2024-06-20,96801,Brani,6,2024,2,Thursday,False
2024-06-21,101446,Brani,6,2024,2,Friday,False
2024-06-22,91451,Tuas,6,2024,2,Saturday,True
2024-06-23,95873,Pasir Panjang T1-2,6,2024,2,Sunday,True
2024-06-24,99273,Tanjong Pagar,6,2024,2,Monday,False
2024-06-25,101600,Pasir Panjang T3-4,6,2024,2,Tuesday,False
2024-06-26,104524,Pasir Panjang T1-2,6,2024,2,Wednesday,False
2024-06-27,103245,Pasir Panjang T1-2,6,2024,2,Thursday,False
2024-06-28,102952,Pasir Panjang T3-4,6,2024,2,Friday,False
2024-06-29,103130,Tuas,6,2024,2,Saturday,True
2024-06-30,104058,Keppel,6,2024,2,Sunday,True
2024-07-01,100576,Brani,7,2024,3,Monday,False
2024-07-02,105290,Keppel,7,2024,3,Tuesday,False
2024-07-03,105076,Pasir Panjang T1-2,7,2024,3,Wednesday,False
2024-07-04,104207,Brani,7,2024,3,Thursday,False
2024-07-05,104595,Brani,7,2024,3,Friday,False
2024-07-06,103774,Pasir Panjang T3-4,7,2024,3,Saturday,True
2024-07-07,108548,Brani,7,2024,3,Sunday,True
2024-07-08,102512,Brani,7,2024,3,Monday,False
2024-07-09,101800,Brani,7,2024,3,Tuesday,False
2024-07-10,100454,Keppel,7,2024,3,Wednesday,False
2024-07-11,99576,Tanjong Pagar,7,2024,3,Thursday,False
2024-07-12,98885,Pasir Panjang T3-4,7,2024,3,Friday,False
2024-07-13,99782,Tanjong Pagar,7,2024,3,Saturday,True
2024-07-14,101974,Keppel,7,2024,3,Sunday,True
2024-07-15,103008,Pasir Panjang T3-4,7,2024,3,Monday,False
2024-07-16,102116,Tanjong Pagar,7,2024,3,Tuesday,False
2024-07-17,99728,Pasir Panjang T1-2,7,2024,3,Wednesday,False
2024-07-18,104291,Pasir Panjang T3-4,7,2024,3,Thursday,False
2024-07-19,103740,Pasir Panjang T1-2,7,2024,3,Friday,False
2024-07-20,101120,Keppel,7,2024,3,Saturday,True
2024-07-21,99637,Tanjong Pagar,7,2024,3,Sunday,True
2024-07-22,102898,Tuas,7,2024,3,Monday,False
2024-07-23,101786,Keppel,7,2024,3,Tuesday,False
2024-07-24,97102,Pasir Panjang T3-4,7,2024,3,Wednesday,False
2024-07-25,100863,Keppel,7,2024,3,Thursday,False
2024-07-26,101683,Tanjong Pagar,7,2024,3,Friday,False
2024-07-27,98327,Pasir Panjang T3-4,7,2024,3,Saturday,True
2024-07-28,101273,Tuas,7,2024,3,Sunday,True
2024-07-29,96564,Tuas,7,2024,3,Monday,False
2024-07-30,104275,Pasir Panjang T3-4,7,2024,3,Tuesday,False
2024-07-31,103924,Keppel,7,2024,3,Wednesday,False
2024-08-01,99619,Tuas,8,2024,3,Thursday,False
2024-08-02,101239,Pasir Panjang T3-4,8,2024,3,Friday,False
2024-08-03,93370,Keppel,8,2024,3,Saturday,True
2024-08-04,96776,Tanjong Pagar,8,2024,3,Sunday,True
2024-08-05,99088,Tuas,8,2024,3,Monday,False
2024-08-06,96805,Keppel,8,2024,3,Tuesday,False
2024-08-07,101704,Pasir Panjang T3-4,8,2024,3,Wednesday,False
2024-08-08,105193,Tanjong Pagar,8,2024,3,Thursday,False
2024-08-09,96204,Keppel,8,2024,3,Friday,False
2024-08-10,97051,Keppel,8,2024,3,Saturday,True
2024-08-11,99953,Keppel,8,2024,3,Sunday,True
2024-08-12,103704,Pasir Panjang T3-4,8,2024,3,Monday,False
2024-08-13,95669,Tuas,8,2024,3,Tuesday,False
2024-08-14,99688,Tuas,8,2024,3,Wednesday,False
2024-08-15,103990,Pasir Panjang T3-4,8,2024,3,Thursday,False
2024-08-16,94166,Keppel,8,2024,3,Friday,False
2024-08-17,95105,Tuas,8,2024,3,Saturday,True
2024-08-18,97408,Pasir Panjang T1-2,8,2024,3,Sunday,True
2024-08-19,97038,Pasir Panjang T1-2,8,2024,3,Monday,False
2024-08-20,100674,Pasir Panjang T3-4,8,2024,3,Tuesday,False
2024-08-21,98979,Pasir Panjang T3-4,8,2024,3,Wednesday,False
2024-08-22,93237,Tuas,8,2024,3,Thursday,False
2024-08-23,99556,Pasir Panjang T1-2,8,2024,3,Friday,False
2024-08-24,96401,Pasir Panjang T1-2,8,2024,3,Saturday,True
2024-08-25,101494,Pasir Panjang T3-4,8,2024,3,Sunday,True
2024-08-26,96076,Keppel,8,2024,3,Monday,False
2024-08-27,95959,Keppel,8,2024,3,Tuesday,False
2024-08-28,99167,Pasir Panjang T1-2,8,2024,3,Wednesday,False
2024-08-29,99698,Tanjong Pagar,8,2024,3,Thursday,False
2024-08-30,98728,Keppel,8,2024,3,Friday,False
2024-08-31,92667,Pasir Panjang T3-4,8,2024,3,Saturday,True
2024-09-01,98807,Tuas,9,2024,3,Sunday,True
2024-09-02,94319,Pasir Panjang T1-2,9,2024,3,Monday,False
2024-09-03,97790,Brani,9,2024,3,Tuesday,False
2024-09-04,93061,Brani,9,2024,3,Wednesday,False
2024-09-05,98216,Pasir Panjang T3-4,9,2024,3,Thursday,False
2024-09-06,94627,Pasir Panjang T1-2,9,2024,3,Friday,False
2024-09-07,93215,Tanjong Pagar,9,2024,3,Saturday,True
2024-09-08,98727,Pasir Panjang T1-2,9,2024,3,Sunday,True
2024-09-09,97328,Brani,9,2024,3,Monday,False
2024-09-10,94857,Pasir Panjang T3-4,9,2024,3,Tuesday,False
2024-09-11,100566,Tuas,9,2024,3,Wednesday,False
2024-09-12,95196,Tuas,9,2024,3,Thursday,False
2024-09-13,96449,Pasir Panjang T1-2,9,2024,3,Friday,False
2024-09-14,97042,Brani,9,2024,3,Saturday,True
2024-09-15,94486,Brani,9,2024,3,Sunday,True
2024-09-16,97473,Keppel,9,2024,3,Monday,False
2024-09-17,94595,Tuas,9,2024,3,Tuesday,False
2024-09-18,94872,Tuas,9,2024,3,Wednesday,False
2024-09-19,99778,Tuas,9,2024,3,Thursday,False
2024-09-20,92988,Keppel,9,2024,3,Friday,False
2024-09-21,89087,Keppel,9,2024,3,Saturday,True
2024-09-22,100296,Tuas,9,2024,3,Sunday,True
2024-09-23,102868,Pasir Panjang T1-2,9,2024,3,Monday,False
2024-09-24,94541,Pasir Panjang T3-4,9,2024,3,Tuesday,False
2024-09-25,90200,Brani,9,2024,3,Wednesday,False
2024-09-26,94704,Brani,9,2024,3,Thursday,False
2024-09-27,94723,Pasir Panjang T1-2,9,2024,3,Friday,False
2024-09-28,94945,Pasir Panjang T3-4,9,2024,3,Saturday,True
2024-09-29,92314,Brani,9,2024,3,Sunday,True
2024-09-30,97011,Pasir Panjang T3-4,9,2024,3,Monday,False
2024-10-01,96815,Keppel,10,2024,4,Tuesday,False
2024-10-02,91122,Brani,10,2024,4,Wednesday,False
2024-10-03,97226,Tuas,10,2024,4,Thursday,False
2024-10-04,100979,Tuas,10,2024,4,Friday,False
2024-10-05,95679,Tuas,10,2024,4,Saturday,True
2024-10-06,94220,Keppel,10,2024,4,Sunday,True
2024-10-07,94737,Tuas,10,2024,4,Monday,False
2024-10-08,96828,Tuas,10,2024,4,Tuesday,False
2024-10-09,90233,Tuas,10,2024,4,Wednesday,False
2024-10-10,95514,Tanjong Pagar,10,2024,4,Thursday,False
2024-10-11,93938,Pasir Panjang T3-4,10,2024,4,Friday,False
2024-10-12,100184,Tuas,10,2024,4,Saturday,True
2024-10-13,94504,Pasir Panjang T3-4,10,2024,4,Sunday,True
2024-10-14,99645,Keppel,10,2024,4,Monday,False
2024-10-15,91869,Pasir Panjang T3-4,10,2024,4,Tuesday,False
2024-10-16,96591,Tanjong Pagar,10,2024,4,Wednesday,False
2024-10-17,95830,Brani,10,2024,4,Thursday,False
2024-10-18,92494,Pasir Panjang T1-2,10,2024,4,Friday,False
2024-10-19,95417,Brani,10,2024,4,Saturday,True
2024-10-20,98310,Pasir Panjang T3-4,10,2024,4,Sunday,True
2024-10-21,94006,Keppel,10,2024,4,Monday,False
2024-10-22,90174,Pasir Panjang T1-2,10,2024,4,Tuesday,False
2024-10-23,94864,Pasir Panjang T1-2,10,2024,4,Wednesday,False
2024-10-24,92390,Pasir Panjang T1-2,10,2024,4,Thursday,False
2024-10-25,93963,Keppel,10,2024,4,Friday,False
2024-10-26,94701,Keppel,10,2024,4,Saturday,True
2024-10-27,90163,Keppel,10,2024,4,Sunday,True
2024-10-28,90427,Brani,10,2024,4,Monday,False
2024-10-29,96314,Pasir Panjang T1-2,10,2024,4,Tuesday,False
2024-10-30,93517,Brani,10,2024,4,Wednesday,False
2024-10-31,87817,Brani,10,2024,4,Thursday,False
2024-11-01,97216,Keppel,11,2024,4,Friday,False
2024-11-02,95803,Keppel,11,2024,4,Saturday,True
2024-11-03,93066,Pasir Panjang T1-2,11,2024,4,Sunday,True
2024-11-04,91403,Pasir Panjang T3-4,11,2024,4,Monday,False
2024-11-05,97459,Keppel,11,2024,4,Tuesday,False
2024-11-06,96127,Tuas,11,2024,4,Wednesday,False
2024-11-07,101853,Pasir Panjang T1-2,11,2024,4,Thursday,False
2024-11-08,96392,Keppel,11,2024,4,Friday,False
2024-11-09,96338,Brani,11,2024,4,Saturday,True
2024-11-10,94824,Tanjong Pagar,11,2024,4,Sunday,True
2024-11-11,97618,Tanjong Pagar,11,2024,4,Monday,False
2024-11-12,97124,Brani,11,2024,4,Tuesday,False
2024-11-13,98924,Brani,11,2024,4,Wednesday,False
2024-11-14,94006,Pasir Panjang T3-4,11,2024,4,Thursday,False
2024-11-15,94295,Tanjong Pagar,11,2024,4,Friday,False
2024-11-16,94223,Tuas,11,2024,4,Saturday,True
2024-11-17,97831,Keppel,11,2024,4,Sunday,True
2024-11-18,99867,Tanjong Pagar,11,2024,4,Monday,False
2024-11-19,94443,Pasir Panjang T3-4,11,2024,4,Tuesday,False
2024-11-20,94597,Pasir Panjang T3-4,11,2024,4,Wednesday,False
2024-11-21,96727,Pasir Panjang T1-2,11,2024,4,Thursday,False
2024-11-22,95221,Tanjong Pagar,11,2024,4,Friday,False
2024-11-23,98639,Tanjong Pagar,11,2024,4,Saturday,True
2024-11-24,89735,Brani,11,2024,4,Sunday,True
2024-11-25,93793,Brani,11,2024,4,Monday,False
2024-11-26,93987,Tuas,11,2024,4,Tuesday,False
2024-11-27,89753,Keppel,11,2024,4,Wednesday,False
2024-11-28,93625,Keppel,11,2024,4,Thursday,False
2024-11-29,93836,Tuas,11,2024,4,Friday,False
2024-11-30,95913,Tanjong Pagar,11,2024,4,Saturday,True
2024-12-01,99671,Tanjong Pagar,12,2024,4,Sunday,True
2024-12-02,95949,Brani,12,2024,4,Monday,False
2024-12-03,93832,Brani,12,2024,4,Tuesday,False
2024-12-04,96643,Pasir Panjang T1-2,12,2024,4,Wednesday,False
2024-12-05,99826,Tuas,12,2024,4,Thursday,False
2024-12-06,94243,Tuas,12,2024,4,Friday,False
2024-12-07,94515,Keppel,12,2024,4,Saturday,True
2024-12-08,98720,Tuas,12,2024,4,Sunday,True
2024-12-09,96628,Pasir Panjang T1-2,12,2024,4,Monday,False
2024-12-10,99156,Tanjong Pagar,12,2024,4,Tuesday,False
2024-12-11,97400,Tuas,12,2024,4,Wednesday,False
2024-12-12,99500,Tanjong Pagar,12,2024,4,Thursday,False
2024-12-13,94736,Pasir Panjang T1-2,12,2024,4,Friday,False
2024-12-14,97701,Pasir Panjang T3-4,12,2024,4,Saturday,True
2024-12-15,97246,Keppel,12,2024,4,Sunday,True
2024-12-16,94535,Keppel,12,2024,4,Monday,False
2024-12-17,93666,Brani,12,2024,4,Tuesday,False
2024-12-18,100070,Tuas,12,2024,4,Wednesday,False
2024-12-19,97275,Keppel,12,2024,4,Thursday,False
2024-12-20,95504,Pasir Panjang T1-2,12,2024,4,Friday,False
2024-12-21,98207,Brani,12,2024,4,Saturday,True
2024-12-22,101746,Tanjong Pagar,12,2024,4,Sunday,True
2024-12-23,92314,Pasir Panjang T3-4,12,2024,4,Monday,False
2024-12-24,94624,Pasir Panjang T3-4,12,2024,4,Tuesday,False
2024-12-25,96345,Pasir Panjang T1-2,12,2024,4,Wednesday,False
2024-12-26,103137,Keppel,12,2024,4,Thursday,False
2024-12-27,99954,Tanjong Pagar,12,2024,4,Friday,False
2024-12-28,101430,Brani,12,2024,4,Saturday,True
2024-12-29,96209,Pasir Panjang T1-2,12,2024,4,Sunday,True
2024-12-30,96387,Pasir Panjang T1-2,12,2024,4,Monday,False
2024-12-31,100897,Keppel,12,2024,4,Tuesday,False
