Date,Terminal,TotalCranes,ActiveCranes,MovesPerHour,DowntimePct,TotalMovesDay,Month,Year
2023-06-29,Pasir Panjang T1-2,30,30,35.5,0.096,21300,6,2023
2023-06-29,Pasir Panjang T3-4,30,30,25.0,0.027,15000,6,2023
2023-06-29,Tuas,38,37,27.5,0.045,20350,6,2023
2023-06-30,Tanjong Pagar,18,17,30.8,0.082,10472,6,2023
2023-06-30,Keppel,24,22,31.9,0.029,14036,6,2023
2023-06-30,Brani,12,11,35.3,0.074,7765,6,2023
2023-06-30,Pasir Panjang T1-2,30,28,31.4,0.092,17584,6,2023
2023-06-30,Pasir Panjang T3-4,30,28,34.7,0.1,19432,6,2023
2023-06-30,Tuas,38,37,25.6,0.024,18944,6,2023
2023-07-01,Tanjong Pagar,18,17,29.0,0.082,9860,7,2023
2023-07-01,Keppel,24,24,30.0,0.118,14400,7,2023
2023-07-01,Brani,12,8,31.1,0.041,4976,7,2023
2023-07-01,Pasir Panjang T1-2,30,30,31.0,0.114,18600,7,2023
2023-07-01,Pasir Panjang T3-4,30,30,31.1,0.112,18660,7,2023
2023-07-01,Tuas,38,34,23.6,0.059,16048,7,2023
2023-07-02,Tanjong Pagar,18,15,27.1,0.027,8130,7,2023
2023-07-02,Keppel,24,21,32.4,0.054,13608,7,2023
2023-07-02,Brani,12,11,35.9,0.096,7898,7,2023
2023-07-02,Pasir Panjang T1-2,30,26,27.0,0.036,14040,7,2023
2023-07-02,Pasir Panjang T3-4,30,30,33.4,0.06,20040,7,2023
2023-07-02,Tuas,38,38,33.9,0.093,25764,7,2023
2023-07-03,Tanjong Pagar,18,18,31.4,0.1,11303,7,2023
2023-07-03,Keppel,24,20,31.5,0.08,12600,7,2023
2023-07-03,Brani,12,12,25.7,0.083,6168,7,2023
2023-07-03,Pasir Panjang T1-2,30,28,26.4,0.045,14783,7,2023
2023-07-03,Pasir Panjang T3-4,30,29,29.1,0.066,16878,7,2023
2023-07-03,Tuas,38,35,32.0,0.06,22400,7,2023
2023-07-04,Tanjong Pagar,18,15,26.3,0.096,7890,7,2023
2023-07-04,Keppel,24,22,23.7,0.032,10428,7,2023
2023-07-04,Brani,12,9,27.5,0.071,4950,7,2023
2023-07-04,Pasir Panjang T1-2,30,28,23.9,0.059,13383,7,2023
2023-07-04,Pasir Panjang T3-4,30,29,29.8,0.028,17284,7,2023
2023-07-04,Tuas,38,37,27.4,0.076,20276,7,2023
2023-07-05,Tanjong Pagar,18,17,26.0,0.047,8840,7,2023
2023-07-05,Keppel,24,21,24.9,0.065,10458,7,2023
2023-07-05,Brani,12,10,33.3,0.05,6660,7,2023
2023-07-05,Pasir Panjang T1-2,30,26,35.2,0.027,18304,7,2023
2023-07-05,Pasir Panjang T3-4,30,30,23.9,0.096,14340,7,2023
2023-07-05,Tuas,38,38,30.9,0.086,23484,7,2023
2023-07-06,Tanjong Pagar,18,17,23.4,0.074,7955,7,2023
2023-07-06,Keppel,24,21,28.6,0.052,12012,7,2023
2023-07-06,Brani,12,12,34.1,0.036,8184,7,2023
2023-07-06,Pasir Panjang T1-2,30,27,33.9,0.026,18306,7,2023
2023-07-06,Pasir Panjang T3-4,30,28,27.8,0.036,15568,7,2023
2023-07-06,Tuas,38,37,26.4,0.079,19536,7,2023
2023-07-07,Tanjong Pagar,18,18,31.9,0.06,11483,7,2023
2023-07-07,Keppel,24,23,33.2,0.042,15272,7,2023
2023-07-07,Brani,12,9,30.6,0.112,5508,7,2023
2023-07-07,Pasir Panjang T1-2,30,29,32.8,0.084,19024,7,2023
2023-07-07,Pasir Panjang T3-4,30,29,25.8,0.027,14964,7,2023
2023-07-07,Tuas,38,35,26.8,0.052,18760,7,2023
2023-07-08,Tanjong Pagar,18,18,23.9,0.027,8604,7,2023
2023-07-08,Keppel,24,24,28.7,0.073,13776,7,2023
2023-07-08,Brani,12,11,23.2,0.066,5104,7,2023
2023-07-08,Pasir Panjang T1-2,30,27,32.6,0.078,17604,7,2023
2023-07-08,Pasir Panjang T3-4,30,28,23.3,0.114,13048,7,2023
2023-07-08,Tuas,38,34,35.4,0.021,24072,7,2023
2023-07-09,Tanjong Pagar,18,16,29.8,0.093,9536,7,2023
2023-07-09,Keppel,24,23,25.9,0.034,11913,7,2023
2023-07-09,Brani,12,12,29.1,0.044,6984,7,2023
2023-07-09,Pasir Panjang T1-2,30,29,28.3,0.036,16414,7,2023
2023-07-09,Pasir Panjang T3-4,30,27,30.2,0.068,16308,7,2023
2023-07-09,Tuas,38,38,32.1,0.025,24396,7,2023
2023-07-10,Tanjong Pagar,18,16,35.0,0.066,11200,7,2023
2023-07-10,Keppel,24,20,35.7,0.07,14280,7,2023
2023-07-10,Brani,12,12,25.7,0.069,6168,7,2023
2023-07-10,Pasir Panjang T1-2,30,28,27.8,0.034,15568,7,2023
2023-07-10,Pasir Panjang T3-4,30,29,32.7,0.024,18966,7,2023
2023-07-10,Tuas,38,34,23.6,0.08,16048,7,2023
2023-07-11,Tanjong Pagar,18,18,33.6,0.079,12096,7,2023
2023-07-11,Keppel,24,22,24.4,0.074,10736,7,2023
2023-07-11,Brani,12,9,31.9,0.085,5741,7,2023
2023-07-11,Pasir Panjang T1-2,30,29,35.3,0.081,20474,7,2023
2023-07-11,Pasir Panjang T3-4,30,27,23.3,0.064,12582,7,2023
2023-07-11,Tuas,38,35,28.9,0.027,20230,7,2023
2023-07-12,Tanjong Pagar,18,18,28.0,0.064,10080,7,2023
2023-07-12,Keppel,24,23,23.7,0.034,10902,7,2023
2023-07-12,Brani,12,8,25.3,0.11,4048,7,2023
2023-07-12,Pasir Panjang T1-2,30,28,27.5,0.097,15400,7,2023
2023-07-12,Pasir Panjang T3-4,30,27,24.7,0.077,13338,7,2023
2023-07-12,Tuas,38,37,30.8,0.105,22792,7,2023
2023-07-13,Tanjong Pagar,18,14,26.7,0.073,7476,7,2023
2023-07-13,Keppel,24,22,33.9,0.035,14916,7,2023
2023-07-13,Brani,12,11,29.9,0.075,6578,7,2023
2023-07-13,Pasir Panjang T1-2,30,27,35.5,0.115,19170,7,2023
2023-07-13,Pasir Panjang T3-4,30,30,33.5,0.026,20100,7,2023
2023-07-13,Tuas,38,35,30.1,0.038,21070,7,2023
2023-07-14,Tanjong Pagar,18,15,34.9,0.117,10470,7,2023
2023-07-14,Keppel,24,20,35.6,0.106,14240,7,2023
2023-07-14,Brani,12,12,24.6,0.027,5904,7,2023
2023-07-14,Pasir Panjang T1-2,30,26,29.4,0.116,15288,7,2023
2023-07-14,Pasir Panjang T3-4,30,29,32.2,0.106,18676,7,2023
2023-07-14,Tuas,38,38,35.2,0.098,26752,7,2023
2023-07-15,Tanjong Pagar,18,18,35.3,0.06,12708,7,2023
2023-07-15,Keppel,24,24,23.6,0.044,11328,7,2023
2023-07-15,Brani,12,10,26.3,0.04,5260,7,2023
2023-07-15,Pasir Panjang T1-2,30,30,31.4,0.029,18840,7,2023
2023-07-15,Pasir Panjang T3-4,30,28,26.9,0.107,15063,7,2023
2023-07-15,Tuas,38,38,29.2,0.069,22192,7,2023
2023-07-16,Tanjong Pagar,18,14,28.8,0.021,8064,7,2023
2023-07-16,Keppel,24,22,33.8,0.086,14871,7,2023
2023-07-16,Brani,12,11,29.0,0.101,6380,7,2023
2023-07-16,Pasir Panjang T1-2,30,27,35.8,0.057,19332,7,2023
2023-07-16,Pasir Panjang T3-4,30,29,32.2,0.031,18676,7,2023
2023-07-16,Tuas,38,37,26.7,0.112,19758,7,2023
2023-07-17,Tanjong Pagar,18,14,26.4,0.077,7391,7,2023
2023-07-17,Keppel,24,22,26.1,0.1,11484,7,2023
2023-07-17,Brani,12,8,31.5,0.086,5040,7,2023
2023-07-17,Pasir Panjang T1-2,30,30,27.3,0.071,16380,7,2023
2023-07-17,Pasir Panjang T3-4,30,29,30.2,0.03,17516,7,2023
2023-07-17,Tuas,38,38,30.0,0.029,22800,7,2023
2023-07-18,Tanjong Pagar,18,17,35.3,0.064,12001,7,2023
2023-07-18,Keppel,24,21,34.7,0.067,14574,7,2023
2023-07-18,Brani,12,10,30.2,0.082,6040,7,2023
2023-07-18,Pasir Panjang T1-2,30,27,32.3,0.048,17442,7,2023
2023-07-18,Pasir Panjang T3-4,30,27,29.2,0.084,15768,7,2023
2023-07-18,Tuas,38,34,25.0,0.023,17000,7,2023
2023-07-19,Tanjong Pagar,18,17,28.5,0.088,9690,7,2023
2023-07-19,Keppel,24,23,23.1,0.103,10626,7,2023
2023-07-19,Brani,12,12,24.5,0.035,5880,7,2023
2023-07-19,Pasir Panjang T1-2,30,30,30.1,0.036,18060,7,2023
2023-07-19,Pasir Panjang T3-4,30,27,33.6,0.095,18144,7,2023
2023-07-19,Tuas,38,35,35.4,0.109,24780,7,2023
2023-07-20,Tanjong Pagar,18,15,35.8,0.063,10740,7,2023
2023-07-20,Keppel,24,21,30.2,0.056,12683,7,2023
2023-07-20,Brani,12,11,29.5,0.05,6490,7,2023
2023-07-20,Pasir Panjang T1-2,30,28,29.8,0.091,16688,7,2023
2023-07-20,Pasir Panjang T3-4,30,29,33.8,0.108,19604,7,2023
2023-07-20,Tuas,38,36,28.4,0.096,20448,7,2023
2023-07-21,Tanjong Pagar,18,17,32.9,0.067,11186,7,2023
2023-07-21,Keppel,24,24,32.2,0.062,15456,7,2023
2023-07-21,Brani,12,10,31.1,0.026,6220,7,2023
2023-07-21,Pasir Panjang T1-2,30,27,25.2,0.076,13608,7,2023
2023-07-21,Pasir Panjang T3-4,30,29,25.4,0.114,14731,7,2023
2023-07-21,Tuas,38,36,36.0,0.059,25920,7,2023
2023-07-22,Tanjong Pagar,18,15,33.6,0.045,10080,7,2023
2023-07-22,Keppel,24,23,26.0,0.085,11960,7,2023
2023-07-22,Brani,12,11,26.9,0.096,5918,7,2023
2023-07-22,Pasir Panjang T1-2,30,27,34.2,0.027,18468,7,2023
2023-07-22,Pasir Panjang T3-4,30,28,34.0,0.093,19040,7,2023
2023-07-22,Tuas,38,35,35.2,0.076,24640,7,2023
2023-07-23,Tanjong Pagar,18,15,26.1,0.034,7830,7,2023
2023-07-23,Keppel,24,23,24.2,0.108,11132,7,2023
2023-07-23,Brani,12,10,28.3,0.095,5660,7,2023
2023-07-23,Pasir Panjang T1-2,30,29,34.2,0.091,19836,7,2023
2023-07-23,Pasir Panjang T3-4,30,26,26.7,0.028,13883,7,2023
2023-07-23,Tuas,38,34,32.5,0.111,22100,7,2023
2023-07-24,Tanjong Pagar,18,14,30.6,0.094,8568,7,2023
2023-07-24,Keppel,24,22,23.0,0.057,10120,7,2023
2023-07-24,Brani,12,11,29.8,0.032,6556,7,2023
2023-07-24,Pasir Panjang T1-2,30,26,35.1,0.072,18252,7,2023
2023-07-24,Pasir Panjang T3-4,30,26,30.1,0.102,15652,7,2023
2023-07-24,Tuas,38,38,24.9,0.048,18924,7,2023
2023-07-25,Tanjong Pagar,18,18,36.0,0.024,12960,7,2023
2023-07-25,Keppel,24,20,23.1,0.07,9240,7,2023
2023-07-25,Brani,12,10,31.6,0.035,6320,7,2023
2023-07-25,Pasir Panjang T1-2,30,30,28.4,0.059,17040,7,2023
2023-07-25,Pasir Panjang T3-4,30,29,28.3,0.043,16414,7,2023
2023-07-25,Tuas,38,38,26.7,0.105,20292,7,2023
2023-07-26,Tanjong Pagar,18,14,23.9,0.094,6691,7,2023
2023-07-26,Keppel,24,22,34.9,0.111,15356,7,2023
2023-07-26,Brani,12,8,26.8,0.073,4288,7,2023
2023-07-26,Pasir Panjang T1-2,30,27,26.5,0.09,14310,7,2023
2023-07-26,Pasir Panjang T3-4,30,30,33.9,0.089,20340,7,2023
2023-07-26,Tuas,38,37,34.0,0.103,25160,7,2023
2023-07-27,Tanjong Pagar,18,14,33.8,0.059,9463,7,2023
2023-07-27,Keppel,24,20,24.9,0.093,9960,7,2023
2023-07-27,Brani,12,9,33.7,0.03,6066,7,2023
2023-07-27,Pasir Panjang T1-2,30,29,34.9,0.044,20242,7,2023
2023-07-27,Pasir Panjang T3-4,30,26,29.7,0.062,15443,7,2023
2023-07-27,Tuas,38,34,26.7,0.11,18156,7,2023
2023-07-28,Tanjong Pagar,18,15,33.9,0.03,10170,7,2023
2023-07-28,Keppel,24,20,33.7,0.045,13480,7,2023
2023-07-28,Brani,12,12,27.8,0.068,6672,7,2023
2023-07-28,Pasir Panjang T1-2,30,27,25.5,0.112,13770,7,2023
2023-07-28,Pasir Panjang T3-4,30,26,25.5,0.102,13260,7,2023
2023-07-28,Tuas,38,35,26.7,0.111,18690,7,2023
2023-07-29,Tanjong Pagar,18,15,27.4,0.104,8220,7,2023
2023-07-29,Keppel,24,24,28.9,0.042,13871,7,2023
2023-07-29,Brani,12,12,27.3,0.107,6552,7,2023
2023-07-29,Pasir Panjang T1-2,30,27,32.3,0.085,17442,7,2023
2023-07-29,Pasir Panjang T3-4,30,29,33.3,0.055,19314,7,2023
2023-07-29,Tuas,38,36,25.2,0.027,18144,7,2023
2023-07-30,Tanjong Pagar,18,18,23.1,0.118,8316,7,2023
2023-07-30,Keppel,24,24,36.0,0.045,17280,7,2023
2023-07-30,Brani,12,8,28.8,0.111,4608,7,2023
2023-07-30,Pasir Panjang T1-2,30,30,28.0,0.072,16800,7,2023
2023-07-30,Pasir Panjang T3-4,30,29,31.1,0.041,18038,7,2023
2023-07-30,Tuas,38,37,28.1,0.068,20794,7,2023
2023-07-31,Tanjong Pagar,18,15,23.5,0.117,7050,7,2023
2023-07-31,Keppel,24,23,28.5,0.06,13110,7,2023
2023-07-31,Brani,12,12,29.3,0.079,7032,7,2023
2023-07-31,Pasir Panjang T1-2,30,30,32.3,0.05,19379,7,2023
2023-07-31,Pasir Panjang T3-4,30,27,33.7,0.1,18198,7,2023
2023-07-31,Tuas,38,38,24.2,0.067,18392,7,2023
2023-08-01,Tanjong Pagar,18,14,23.9,0.092,6691,8,2023
2023-08-01,Keppel,24,22,27.6,0.059,12144,8,2023
2023-08-01,Brani,12,11,31.1,0.104,6842,8,2023
2023-08-01,Pasir Panjang T1-2,30,29,34.6,0.07,20068,8,2023
2023-08-01,Pasir Panjang T3-4,30,27,31.2,0.04,16848,8,2023
2023-08-01,Tuas,38,37,23.2,0.031,17168,8,2023
2023-08-02,Tanjong Pagar,18,17,28.4,0.085,9656,8,2023
2023-08-02,Keppel,24,21,29.2,0.112,12263,8,2023
2023-08-02,Brani,12,12,24.1,0.114,5784,8,2023
2023-08-02,Pasir Panjang T1-2,30,26,25.3,0.098,13156,8,2023
2023-08-02,Pasir Panjang T3-4,30,26,26.1,0.043,13572,8,2023
2023-08-02,Tuas,38,36,34.6,0.077,24912,8,2023
2023-08-03,Tanjong Pagar,18,18,30.1,0.028,10836,8,2023
2023-08-03,Keppel,24,23,27.5,0.074,12650,8,2023
2023-08-03,Brani,12,12,33.2,0.094,7968,8,2023
2023-08-03,Pasir Panjang T1-2,30,28,31.4,0.111,17584,8,2023
2023-08-03,Pasir Panjang T3-4,30,26,23.7,0.114,12323,8,2023
2023-08-03,Tuas,38,38,27.7,0.097,21052,8,2023
2023-08-04,Tanjong Pagar,18,14,27.6,0.104,7728,8,2023
2023-08-04,Keppel,24,23,24.1,0.043,11086,8,2023
2023-08-04,Brani,12,12,29.7,0.03,7128,8,2023
2023-08-04,Pasir Panjang T1-2,30,29,31.3,0.061,18154,8,2023
2023-08-04,Pasir Panjang T3-4,30,30,23.6,0.031,14160,8,2023
2023-08-04,Tuas,38,34,27.5,0.079,18700,8,2023
2023-08-05,Tanjong Pagar,18,14,31.5,0.031,8820,8,2023
2023-08-05,Keppel,24,23,33.4,0.1,15363,8,2023
2023-08-05,Brani,12,12,32.9,0.04,7895,8,2023
2023-08-05,Pasir Panjang T1-2,30,27,25.0,0.07,13500,8,2023
2023-08-05,Pasir Panjang T3-4,30,29,30.4,0.074,17632,8,2023
2023-08-05,Tuas,38,34,24.6,0.087,16728,8,2023
2023-08-06,Tanjong Pagar,18,18,24.1,0.08,8676,8,2023
2023-08-06,Keppel,24,22,28.5,0.079,12540,8,2023
2023-08-06,Brani,12,11,28.2,0.033,6204,8,2023
2023-08-06,Pasir Panjang T1-2,30,29,31.2,0.119,18096,8,2023
2023-08-06,Pasir Panjang T3-4,30,30,33.3,0.112,19979,8,2023
2023-08-06,Tuas,38,36,31.3,0.04,22536,8,2023
2023-08-07,Tanjong Pagar,18,18,27.1,0.038,9756,8,2023
2023-08-07,Keppel,24,23,31.5,0.09,14490,8,2023
2023-08-07,Brani,12,9,32.2,0.072,5796,8,2023
2023-08-07,Pasir Panjang T1-2,30,30,31.3,0.118,18780,8,2023
2023-08-07,Pasir Panjang T3-4,30,27,28.8,0.081,15552,8,2023
2023-08-07,Tuas,38,37,32.5,0.107,24050,8,2023
2023-08-08,Tanjong Pagar,18,14,24.5,0.067,6860,8,2023
2023-08-08,Keppel,24,20,32.8,0.029,13120,8,2023
2023-08-08,Brani,12,11,35.4,0.119,7788,8,2023
2023-08-08,Pasir Panjang T1-2,30,30,31.3,0.094,18780,8,2023
2023-08-08,Pasir Panjang T3-4,30,26,34.9,0.031,18148,8,2023
2023-08-08,Tuas,38,35,27.4,0.114,19180,8,2023
2023-08-09,Tanjong Pagar,18,14,32.3,0.072,9043,8,2023
2023-08-09,Keppel,24,22,23.1,0.045,10164,8,2023
2023-08-09,Brani,12,12,25.4,0.064,6095,8,2023
2023-08-09,Pasir Panjang T1-2,30,27,33.0,0.068,17820,8,2023
2023-08-09,Pasir Panjang T3-4,30,26,26.7,0.055,13883,8,2023
2023-08-09,Tuas,38,38,33.7,0.093,25612,8,2023
2023-08-10,Tanjong Pagar,18,14,29.5,0.025,8260,8,2023
2023-08-10,Keppel,24,20,33.1,0.068,13240,8,2023
2023-08-10,Brani,12,12,28.1,0.023,6744,8,2023
2023-08-10,Pasir Panjang T1-2,30,29,24.9,0.043,14441,8,2023
2023-08-10,Pasir Panjang T3-4,30,30,27.2,0.051,16320,8,2023
2023-08-10,Tuas,38,34,33.2,0.048,22576,8,2023
2023-08-11,Tanjong Pagar,18,17,26.4,0.059,8976,8,2023
2023-08-11,Keppel,24,24,25.7,0.09,12336,8,2023
2023-08-11,Brani,12,11,27.0,0.096,5940,8,2023
2023-08-11,Pasir Panjang T1-2,30,27,30.4,0.062,16416,8,2023
2023-08-11,Pasir Panjang T3-4,30,29,27.9,0.087,16181,8,2023
2023-08-11,Tuas,38,38,32.6,0.111,24776,8,2023
2023-08-12,Tanjong Pagar,18,18,27.4,0.027,9864,8,2023
2023-08-12,Keppel,24,21,25.3,0.053,10626,8,2023
2023-08-12,Brani,12,10,23.8,0.031,4760,8,2023
2023-08-12,Pasir Panjang T1-2,30,27,26.6,0.051,14364,8,2023
2023-08-12,Pasir Panjang T3-4,30,29,30.8,0.044,17864,8,2023
2023-08-12,Tuas,38,34,28.5,0.093,19380,8,2023
2023-08-13,Tanjong Pagar,18,17,31.8,0.104,10812,8,2023
2023-08-13,Keppel,24,21,35.6,0.076,14952,8,2023
2023-08-13,Brani,12,11,27.6,0.056,6072,8,2023
2023-08-13,Pasir Panjang T1-2,30,27,26.7,0.074,14418,8,2023
2023-08-13,Pasir Panjang T3-4,30,26,25.4,0.028,13208,8,2023
2023-08-13,Tuas,38,35,32.3,0.076,22610,8,2023
2023-08-14,Tanjong Pagar,18,17,33.8,0.093,11491,8,2023
2023-08-14,Keppel,24,23,29.0,0.04,13340,8,2023
2023-08-14,Brani,12,8,29.7,0.037,4752,8,2023
2023-08-14,Pasir Panjang T1-2,30,26,31.1,0.061,16172,8,2023
2023-08-14,Pasir Panjang T3-4,30,27,31.1,0.09,16794,8,2023
2023-08-14,Tuas,38,35,28.1,0.057,19670,8,2023
2023-08-15,Tanjong Pagar,18,17,24.5,0.102,8330,8,2023
2023-08-15,Keppel,24,21,25.7,0.044,10793,8,2023
2023-08-15,Brani,12,10,33.2,0.066,6640,8,2023
2023-08-15,Pasir Panjang T1-2,30,26,23.0,0.042,11960,8,2023
2023-08-15,Pasir Panjang T3-4,30,26,25.3,0.062,13156,8,2023
2023-08-15,Tuas,38,35,34.5,0.021,24150,8,2023
2023-08-16,Tanjong Pagar,18,15,27.4,0.063,8220,8,2023
2023-08-16,Keppel,24,20,25.3,0.07,10120,8,2023
2023-08-16,Brani,12,12,35.0,0.022,8400,8,2023
2023-08-16,Pasir Panjang T1-2,30,27,34.9,0.092,18846,8,2023
2023-08-16,Pasir Panjang T3-4,30,27,29.3,0.109,15822,8,2023
2023-08-16,Tuas,38,34,26.0,0.072,17680,8,2023
2023-08-17,Tanjong Pagar,18,16,24.3,0.084,7776,8,2023
2023-08-17,Keppel,24,24,25.3,0.026,12144,8,2023
2023-08-17,Brani,12,10,31.2,0.106,6240,8,2023
2023-08-17,Pasir Panjang T1-2,30,29,35.7,0.037,20706,8,2023
2023-08-17,Pasir Panjang T3-4,30,28,23.3,0.08,13048,8,2023
2023-08-17,Tuas,38,35,27.8,0.032,19460,8,2023
2023-08-18,Tanjong Pagar,18,17,31.1,0.049,10574,8,2023
2023-08-18,Keppel,24,21,27.9,0.026,11718,8,2023
2023-08-18,Brani,12,9,29.2,0.071,5256,8,2023
2023-08-18,Pasir Panjang T1-2,30,27,26.1,0.104,14094,8,2023
2023-08-18,Pasir Panjang T3-4,30,28,33.0,0.02,18480,8,2023
2023-08-18,Tuas,38,38,29.0,0.037,22040,8,2023
2023-08-19,Tanjong Pagar,18,18,24.2,0.034,8712,8,2023
2023-08-19,Keppel,24,23,24.0,0.073,11040,8,2023
2023-08-19,Brani,12,12,31.9,0.03,7655,8,2023
2023-08-19,Pasir Panjang T1-2,30,26,28.0,0.107,14560,8,2023
2023-08-19,Pasir Panjang T3-4,30,28,30.0,0.076,16800,8,2023
2023-08-19,Tuas,38,35,30.7,0.048,21490,8,2023
2023-08-20,Tanjong Pagar,18,16,33.9,0.116,10848,8,2023
2023-08-20,Keppel,24,20,34.9,0.026,13960,8,2023
2023-08-20,Brani,12,9,31.7,0.037,5706,8,2023
2023-08-20,Pasir Panjang T1-2,30,27,34.1,0.104,18414,8,2023
2023-08-20,Pasir Panjang T3-4,30,29,32.7,0.054,18966,8,2023
2023-08-20,Tuas,38,34,32.5,0.082,22100,8,2023
2023-08-21,Tanjong Pagar,18,16,32.0,0.054,10240,8,2023
2023-08-21,Keppel,24,21,29.3,0.047,12306,8,2023
2023-08-21,Brani,12,10,28.3,0.023,5660,8,2023
2023-08-21,Pasir Panjang T1-2,30,26,25.5,0.111,13260,8,2023
2023-08-21,Pasir Panjang T3-4,30,28,29.6,0.075,16576,8,2023
2023-08-21,Tuas,38,38,30.1,0.101,22876,8,2023
2023-08-22,Tanjong Pagar,18,15,30.3,0.075,9090,8,2023
2023-08-22,Keppel,24,22,29.3,0.076,12892,8,2023
2023-08-22,Brani,12,10,27.0,0.114,5400,8,2023
2023-08-22,Pasir Panjang T1-2,30,30,30.2,0.057,18120,8,2023
2023-08-22,Pasir Panjang T3-4,30,28,35.7,0.065,19992,8,2023
2023-08-22,Tuas,38,34,33.2,0.084,22576,8,2023
2023-08-23,Tanjong Pagar,18,17,25.0,0.094,8500,8,2023
2023-08-23,Keppel,24,20,30.0,0.051,12000,8,2023
2023-08-23,Brani,12,8,34.8,0.039,5568,8,2023
2023-08-23,Pasir Panjang T1-2,30,27,35.0,0.09,18900,8,2023
2023-08-23,Pasir Panjang T3-4,30,30,30.7,0.088,18420,8,2023
2023-08-23,Tuas,38,35,27.6,0.087,19320,8,2023
2023-08-24,Tanjong Pagar,18,16,25.8,0.109,8256,8,2023
2023-08-24,Keppel,24,22,25.6,0.094,11264,8,2023
2023-08-24,Brani,12,10,27.6,0.031,5520,8,2023
2023-08-24,Pasir Panjang T1-2,30,28,30.8,0.081,17248,8,2023
2023-08-24,Pasir Panjang T3-4,30,26,35.7,0.021,18564,8,2023
2023-08-24,Tuas,38,38,31.3,0.039,23788,8,2023
2023-08-25,Tanjong Pagar,18,17,32.2,0.025,10948,8,2023
2023-08-25,Keppel,24,23,23.5,0.117,10810,8,2023
2023-08-25,Brani,12,12,26.7,0.098,6408,8,2023
2023-08-25,Pasir Panjang T1-2,30,26,29.8,0.044,15496,8,2023
2023-08-25,Pasir Panjang T3-4,30,27,32.0,0.064,17280,8,2023
2023-08-25,Tuas,38,38,34.3,0.103,26067,8,2023
2023-08-26,Tanjong Pagar,18,18,32.6,0.047,11736,8,2023
2023-08-26,Keppel,24,22,24.6,0.043,10824,8,2023
2023-08-26,Brani,12,9,25.6,0.023,4608,8,2023
2023-08-26,Pasir Panjang T1-2,30,30,30.1,0.04,18060,8,2023
2023-08-26,Pasir Panjang T3-4,30,26,35.2,0.095,18304,8,2023
2023-08-26,Tuas,38,36,24.5,0.109,17640,8,2023
2023-08-27,Tanjong Pagar,18,14,27.8,0.077,7784,8,2023
2023-08-27,Keppel,24,20,31.5,0.113,12600,8,2023
2023-08-27,Brani,12,11,28.6,0.085,6292,8,2023
2023-08-27,Pasir Panjang T1-2,30,28,23.3,0.087,13048,8,2023
2023-08-27,Pasir Panjang T3-4,30,26,25.7,0.043,13363,8,2023
2023-08-27,Tuas,38,35,24.4,0.054,17080,8,2023
2023-08-28,Tanjong Pagar,18,15,33.6,0.049,10080,8,2023
2023-08-28,Keppel,24,23,29.4,0.078,13523,8,2023
2023-08-28,Brani,12,10,34.9,0.082,6980,8,2023
2023-08-28,Pasir Panjang T1-2,30,28,35.1,0.095,19656,8,2023
2023-08-28,Pasir Panjang T3-4,30,30,24.8,0.1,14880,8,2023
2023-08-28,Tuas,38,34,34.5,0.094,23460,8,2023
2023-08-29,Tanjong Pagar,18,16,29.2,0.045,9344,8,2023
2023-08-29,Keppel,24,21,26.3,0.105,11046,8,2023
2023-08-29,Brani,12,8,27.3,0.037,4368,8,2023
2023-08-29,Pasir Panjang T1-2,30,30,24.3,0.05,14580,8,2023
2023-08-29,Pasir Panjang T3-4,30,30,27.5,0.114,16500,8,2023
2023-08-29,Tuas,38,37,24.5,0.065,18130,8,2023
2023-08-30,Tanjong Pagar,18,18,28.2,0.091,10152,8,2023
2023-08-30,Keppel,24,23,28.9,0.097,13293,8,2023
2023-08-30,Brani,12,10,34.3,0.038,6860,8,2023
2023-08-30,Pasir Panjang T1-2,30,27,26.1,0.045,14094,8,2023
2023-08-30,Pasir Panjang T3-4,30,30,27.6,0.1,16560,8,2023
2023-08-30,Tuas,38,34,32.1,0.116,21828,8,2023
2023-08-31,Tanjong Pagar,18,18,29.6,0.035,10656,8,2023
2023-08-31,Keppel,24,22,26.0,0.111,11440,8,2023
2023-08-31,Brani,12,12,32.0,0.052,7680,8,2023
2023-08-31,Pasir Panjang T1-2,30,30,34.3,0.087,20580,8,2023
2023-08-31,Pasir Panjang T3-4,30,29,29.1,0.069,16878,8,2023
2023-08-31,Tuas,38,35,35.4,0.02,24780,8,2023
2023-09-01,Tanjong Pagar,18,14,24.2,0.104,6776,9,2023
2023-09-01,Keppel,24,20,25.0,0.042,10000,9,2023
2023-09-01,Brani,12,10,26.2,0.111,5240,9,2023
2023-09-01,Pasir Panjang T1-2,30,27,35.6,0.056,19224,9,2023
2023-09-01,Pasir Panjang T3-4,30,27,26.8,0.116,14472,9,2023
2023-09-01,Tuas,38,36,27.6,0.114,19872,9,2023
2023-09-02,Tanjong Pagar,18,14,27.1,0.024,7588,9,2023
2023-09-02,Keppel,24,20,29.1,0.022,11640,9,2023
2023-09-02,Brani,12,12,27.9,0.113,6695,9,2023
2023-09-02,Pasir Panjang T1-2,30,26,25.7,0.027,13363,9,2023
2023-09-02,Pasir Panjang T3-4,30,29,31.7,0.113,18386,9,2023
2023-09-02,Tuas,38,37,34.0,0.112,25160,9,2023
2023-09-03,Tanjong Pagar,18,16,34.3,0.093,10976,9,2023
